id,symbol,timestamp,unixtime,field,price,size,canautoexecute
151984845,HUYA,2018-08-15 14:27:31-04,1534357651,0,,1,
151984867,HUYA,2018-08-15 14:27:31-04,1534357651,0,,2,
151985024,HUYA,2018-08-15 14:27:38-04,1534357658,0,,1,
151985139,HUYA,2018-08-15 14:27:42-04,1534357662,0,,2,
151985186,HUYA,2018-08-15 14:27:43-04,1534357663,0,,1,
151985321,HUYA,2018-08-15 14:27:49-04,1534357669,3,,4,
151985328,HUYA,2018-08-15 14:27:50-04,1534357670,0,,2,
151985329,HUYA,2018-08-15 14:27:50-04,1534357670,3,,3,
151985378,HUYA,2018-08-15 14:27:51-04,1534357671,8,,73228,
151985506,HUYA,2018-08-15 14:27:56-04,1534357676,3,,2,
151985515,HUYA,2018-08-15 14:27:57-04,1534357677,0,,1,
151985516,HUYA,2018-08-15 14:27:57-04,1534357677,3,,3,
151985641,HUYA,2018-08-15 14:28:04-04,1534357684,1,26,,t
151985642,HUYA,2018-08-15 14:28:04-04,1534357684,0,,25,
151985643,HUYA,2018-08-15 14:28:04-04,1534357684,0,,25,
151985729,HUYA,2018-08-15 14:28:08-04,1534357688,4,26.07,,f
151985730,HUYA,2018-08-15 14:28:08-04,1534357688,5,,45,
151985731,HUYA,2018-08-15 14:28:08-04,1534357688,5,,45,
151985732,HUYA,2018-08-15 14:28:08-04,1534357688,8,,73273,
151985739,HUYA,2018-08-15 14:28:08-04,1534357688,0,,23,
151985740,HUYA,2018-08-15 14:28:08-04,1534357688,3,,1,
151985756,HUYA,2018-08-15 14:28:08-04,1534357688,0,,25,
151985759,HUYA,2018-08-15 14:28:08-04,1534357688,4,26.01,,f
151985760,HUYA,2018-08-15 14:28:08-04,1534357688,5,,1,
151985761,HUYA,2018-08-15 14:28:08-04,1534357688,5,,1,
151985762,HUYA,2018-08-15 14:28:08-04,1534357688,8,,73274,
151985780,HUYA,2018-08-15 14:28:09-04,1534357689,0,,22,
151985786,HUYA,2018-08-15 14:28:10-04,1534357690,4,26.08,,f
151985787,HUYA,2018-08-15 14:28:10-04,1534357690,5,,5,
151985788,HUYA,2018-08-15 14:28:10-04,1534357690,5,,5,
151985789,HUYA,2018-08-15 14:28:10-04,1534357690,8,,73279,
151985799,HUYA,2018-08-15 14:28:10-04,1534357690,0,,23,
151985816,HUYA,2018-08-15 14:28:11-04,1534357691,4,26.01,,f
151985817,HUYA,2018-08-15 14:28:11-04,1534357691,5,,1,
151985818,HUYA,2018-08-15 14:28:11-04,1534357691,5,,1,
151985819,HUYA,2018-08-15 14:28:11-04,1534357691,8,,73280,
151985830,HUYA,2018-08-15 14:28:11-04,1534357691,0,,24,
151985870,HUYA,2018-08-15 14:28:12-04,1534357692,0,,25,
151985880,HUYA,2018-08-15 14:28:13-04,1534357693,1,26.01,,t
151985881,HUYA,2018-08-15 14:28:13-04,1534357693,0,,1,
151985882,HUYA,2018-08-15 14:28:13-04,1534357693,0,,1,
151985953,HUYA,2018-08-15 14:28:17-04,1534357697,3,,4,
151986015,HUYA,2018-08-15 14:28:21-04,1534357701,8,,73290,
151986054,HUYA,2018-08-15 14:28:23-04,1534357703,4,26.04,,f
151986055,HUYA,2018-08-15 14:28:23-04,1534357703,5,,10,
151986056,HUYA,2018-08-15 14:28:23-04,1534357703,5,,10,
151986057,HUYA,2018-08-15 14:28:23-04,1534357703,8,,73300,
151986061,HUYA,2018-08-15 14:28:23-04,1534357703,1,26,,t
151986062,HUYA,2018-08-15 14:28:23-04,1534357703,0,,27,
151986063,HUYA,2018-08-15 14:28:23-04,1534357703,2,26.12,,t
151986064,HUYA,2018-08-15 14:28:23-04,1534357703,3,,4,
151986065,HUYA,2018-08-15 14:28:23-04,1534357703,0,,27,
151986070,HUYA,2018-08-15 14:28:24-04,1534357704,2,26.01,,t
151986071,HUYA,2018-08-15 14:28:24-04,1534357704,3,,1,
151986072,HUYA,2018-08-15 14:28:24-04,1534357704,0,,25,
151986073,HUYA,2018-08-15 14:28:24-04,1534357704,3,,1,
151986076,HUYA,2018-08-15 14:28:24-04,1534357704,4,26.01,,f
151986077,HUYA,2018-08-15 14:28:24-04,1534357704,5,,2,
151986078,HUYA,2018-08-15 14:28:24-04,1534357704,5,,2,
151986079,HUYA,2018-08-15 14:28:24-04,1534357704,8,,73302,
151986082,HUYA,2018-08-15 14:28:25-04,1534357705,0,,27,
151986083,HUYA,2018-08-15 14:28:25-04,1534357705,5,,1,
151986084,HUYA,2018-08-15 14:28:25-04,1534357705,8,,73303,
151986119,HUYA,2018-08-15 14:28:28-04,1534357708,8,,73304,
151986129,HUYA,2018-08-15 14:28:28-04,1534357708,2,26.12,,t
151986130,HUYA,2018-08-15 14:28:28-04,1534357708,3,,1,
151986154,HUYA,2018-08-15 14:28:28-04,1534357708,0,,29,
151986187,HUYA,2018-08-15 14:28:29-04,1534357709,0,,26,
151986224,HUYA,2018-08-15 14:28:32-04,1534357712,4,26.09,,f
151986225,HUYA,2018-08-15 14:28:32-04,1534357712,5,,2,
151986226,HUYA,2018-08-15 14:28:32-04,1534357712,5,,2,
151986227,HUYA,2018-08-15 14:28:32-04,1534357712,8,,73306,
151986233,HUYA,2018-08-15 14:28:32-04,1534357712,0,,25,
151986239,HUYA,2018-08-15 14:28:33-04,1534357713,4,26.01,,f
151986240,HUYA,2018-08-15 14:28:33-04,1534357713,5,,1,
151986241,HUYA,2018-08-15 14:28:33-04,1534357713,5,,1,
151986242,HUYA,2018-08-15 14:28:33-04,1534357713,8,,73307,
151986382,HUYA,2018-08-15 14:28:42-04,1534357722,4,26.06,,f
151986383,HUYA,2018-08-15 14:28:42-04,1534357722,5,,2,
151986384,HUYA,2018-08-15 14:28:42-04,1534357722,5,,2,
151986385,HUYA,2018-08-15 14:28:42-04,1534357722,8,,73309,
151986431,HUYA,2018-08-15 14:28:46-04,1534357726,4,26.05,,f
151986432,HUYA,2018-08-15 14:28:46-04,1534357726,5,,5,
151986433,HUYA,2018-08-15 14:28:46-04,1534357726,5,,5,
151986434,HUYA,2018-08-15 14:28:46-04,1534357726,8,,73314,
151986500,HUYA,2018-08-15 14:28:48-04,1534357728,4,26.01,,f
151986501,HUYA,2018-08-15 14:28:48-04,1534357728,5,,1,
151986502,HUYA,2018-08-15 14:28:48-04,1534357728,5,,1,
151986503,HUYA,2018-08-15 14:28:48-04,1534357728,8,,73315,
151986567,HUYA,2018-08-15 14:28:51-04,1534357731,8,,73320,
151986568,HUYA,2018-08-15 14:28:51-04,1534357731,0,,27,
151986746,HUYA,2018-08-15 14:28:59-04,1534357739,0,,30,
151986873,HUYA,2018-08-15 14:29:04-04,1534357744,4,26.12,,f
151986874,HUYA,2018-08-15 14:29:04-04,1534357744,5,,1,
151986875,HUYA,2018-08-15 14:29:04-04,1534357744,8,,73321,
151986959,HUYA,2018-08-15 14:29:07-04,1534357747,3,,3,
151987004,HUYA,2018-08-15 14:29:09-04,1534357749,1,26.01,,t
151987005,HUYA,2018-08-15 14:29:09-04,1534357749,0,,1,
151987006,HUYA,2018-08-15 14:29:09-04,1534357749,0,,1,
151987055,HUYA,2018-08-15 14:29:09-04,1534357749,0,,3,
151987102,HUYA,2018-08-15 14:29:11-04,1534357751,0,,2,
151987105,HUYA,2018-08-15 14:29:11-04,1534357751,1,26.02,,t
151987106,HUYA,2018-08-15 14:29:11-04,1534357751,0,,1,
151987107,HUYA,2018-08-15 14:29:11-04,1534357751,0,,1,
151987131,HUYA,2018-08-15 14:29:12-04,1534357752,0,,2,
151987216,HUYA,2018-08-15 14:29:15-04,1534357755,0,,3,
151987222,HUYA,2018-08-15 14:29:15-04,1534357755,0,,4,
151987297,HUYA,2018-08-15 14:29:21-04,1534357761,8,,73322,
151987456,HUYA,2018-08-15 14:29:25-04,1534357765,0,,6,
151987461,HUYA,2018-08-15 14:29:26-04,1534357766,4,26.06,,f
151987462,HUYA,2018-08-15 14:29:26-04,1534357766,5,,1,
151987463,HUYA,2018-08-15 14:29:26-04,1534357766,8,,73323,
151987471,HUYA,2018-08-15 14:29:26-04,1534357766,3,,2,
151987476,HUYA,2018-08-15 14:29:26-04,1534357766,4,26.07,,f
151987477,HUYA,2018-08-15 14:29:26-04,1534357766,5,,1,
151987478,HUYA,2018-08-15 14:29:26-04,1534357766,8,,73324,
151987749,HUYA,2018-08-15 14:29:36-04,1534357776,4,26.1,,f
151987750,HUYA,2018-08-15 14:29:36-04,1534357776,5,,5,
151987751,HUYA,2018-08-15 14:29:36-04,1534357776,5,,5,
151987752,HUYA,2018-08-15 14:29:36-04,1534357776,8,,73329,
151987755,HUYA,2018-08-15 14:29:36-04,1534357776,1,26.03,,t
151987756,HUYA,2018-08-15 14:29:36-04,1534357776,0,,5,
151987757,HUYA,2018-08-15 14:29:36-04,1534357776,2,26.13,,t
151987758,HUYA,2018-08-15 14:29:36-04,1534357776,3,,1,
151987759,HUYA,2018-08-15 14:29:36-04,1534357776,0,,5,
151987760,HUYA,2018-08-15 14:29:36-04,1534357776,3,,1,
151987780,HUYA,2018-08-15 14:29:37-04,1534357777,4,26.04,,f
151987781,HUYA,2018-08-15 14:29:37-04,1534357777,5,,2,
151987782,HUYA,2018-08-15 14:29:37-04,1534357777,5,,2,
151987783,HUYA,2018-08-15 14:29:37-04,1534357777,8,,73331,
151987784,HUYA,2018-08-15 14:29:37-04,1534357777,0,,2,
151987901,HUYA,2018-08-15 14:29:42-04,1534357782,2,26.17,,t
151987902,HUYA,2018-08-15 14:29:42-04,1534357782,3,,3,
151987903,HUYA,2018-08-15 14:29:42-04,1534357782,3,,3,
151987934,HUYA,2018-08-15 14:29:43-04,1534357783,0,,5,
151988047,HUYA,2018-08-15 14:29:48-04,1534357788,1,26.04,,t
151988048,HUYA,2018-08-15 14:29:48-04,1534357788,0,,1,
151988049,HUYA,2018-08-15 14:29:48-04,1534357788,0,,1,
151988059,HUYA,2018-08-15 14:29:49-04,1534357789,0,,2,
151988071,HUYA,2018-08-15 14:29:50-04,1534357790,3,,5,
151988090,HUYA,2018-08-15 14:29:51-04,1534357791,8,,73332,
151988125,HUYA,2018-08-15 14:29:53-04,1534357793,1,26.06,,t
151988126,HUYA,2018-08-15 14:29:53-04,1534357793,0,,1,
151988127,HUYA,2018-08-15 14:29:53-04,1534357793,0,,1,
151988133,HUYA,2018-08-15 14:29:53-04,1534357793,0,,3,
151988144,HUYA,2018-08-15 14:29:55-04,1534357795,1,26.1,,t
151988145,HUYA,2018-08-15 14:29:55-04,1534357795,0,,2,
151988146,HUYA,2018-08-15 14:29:55-04,1534357795,0,,2,
151988156,HUYA,2018-08-15 14:29:56-04,1534357796,0,,4,
151988173,HUYA,2018-08-15 14:29:57-04,1534357797,0,,6,
151988418,HUYA,2018-08-15 14:30:04-04,1534357804,1,26.11,,t
151988419,HUYA,2018-08-15 14:30:04-04,1534357804,0,,1,
151988420,HUYA,2018-08-15 14:30:04-04,1534357804,0,,1,
151988440,HUYA,2018-08-15 14:30:05-04,1534357805,0,,2,
151988734,HUYA,2018-08-15 14:30:16-04,1534357816,0,,5,
151988757,HUYA,2018-08-15 14:30:17-04,1534357817,0,,10,
151988786,HUYA,2018-08-15 14:30:20-04,1534357820,0,,9,
151988788,HUYA,2018-08-15 14:30:21-04,1534357821,4,26.12,,f
151988789,HUYA,2018-08-15 14:30:21-04,1534357821,5,,1,
151988790,HUYA,2018-08-15 14:30:21-04,1534357821,5,,1,
151988791,HUYA,2018-08-15 14:30:21-04,1534357821,8,,73333,
151988792,HUYA,2018-08-15 14:30:21-04,1534357821,2,26.18,,t
151988793,HUYA,2018-08-15 14:30:21-04,1534357821,3,,6,
151988794,HUYA,2018-08-15 14:30:21-04,1534357821,0,,10,
151988795,HUYA,2018-08-15 14:30:21-04,1534357821,3,,6,
151988813,HUYA,2018-08-15 14:30:21-04,1534357821,8,,73334,
151988814,HUYA,2018-08-15 14:30:21-04,1534357821,0,,11,
151988824,HUYA,2018-08-15 14:30:22-04,1534357822,0,,10,
151988884,HUYA,2018-08-15 14:30:24-04,1534357824,3,,7,
151988915,HUYA,2018-08-15 14:30:28-04,1534357828,4,26.13,,f
151988916,HUYA,2018-08-15 14:30:28-04,1534357828,5,,2,
151988917,HUYA,2018-08-15 14:30:28-04,1534357828,5,,2,
151988918,HUYA,2018-08-15 14:30:28-04,1534357828,8,,73336,
151988919,HUYA,2018-08-15 14:30:28-04,1534357828,2,26.12,,t
151988920,HUYA,2018-08-15 14:30:28-04,1534357828,3,,3,
151988921,HUYA,2018-08-15 14:30:28-04,1534357828,0,,7,
151988922,HUYA,2018-08-15 14:30:28-04,1534357828,3,,3,
151988924,HUYA,2018-08-15 14:30:28-04,1534357828,2,26.18,,t
151988925,HUYA,2018-08-15 14:30:28-04,1534357828,3,,7,
151988926,HUYA,2018-08-15 14:30:28-04,1534357828,0,,10,
151988927,HUYA,2018-08-15 14:30:28-04,1534357828,3,,7,
151988930,HUYA,2018-08-15 14:30:29-04,1534357829,4,26.12,,f
151988931,HUYA,2018-08-15 14:30:29-04,1534357829,5,,1,
151988932,HUYA,2018-08-15 14:30:29-04,1534357829,5,,1,
151988933,HUYA,2018-08-15 14:30:29-04,1534357829,8,,73337,
151988974,HUYA,2018-08-15 14:30:30-04,1534357830,2,26.12,,t
151988975,HUYA,2018-08-15 14:30:30-04,1534357830,3,,1,
151988976,HUYA,2018-08-15 14:30:30-04,1534357830,3,,1,
151988985,HUYA,2018-08-15 14:30:31-04,1534357831,3,,4,
151988988,HUYA,2018-08-15 14:30:32-04,1534357832,8,,73338,
151988991,HUYA,2018-08-15 14:30:32-04,1534357832,3,,3,
151989042,HUYA,2018-08-15 14:30:34-04,1534357834,2,26.13,,t
151989043,HUYA,2018-08-15 14:30:34-04,1534357834,3,,4,
151989044,HUYA,2018-08-15 14:30:34-04,1534357834,0,,11,
151989045,HUYA,2018-08-15 14:30:34-04,1534357834,3,,4,
151989115,HUYA,2018-08-15 14:30:38-04,1534357838,0,,10,
151989167,HUYA,2018-08-15 14:30:40-04,1534357840,3,,5,
151989190,HUYA,2018-08-15 14:30:41-04,1534357841,3,,4,
151989321,HUYA,2018-08-15 14:30:46-04,1534357846,4,26.13,,f
151989322,HUYA,2018-08-15 14:30:46-04,1534357846,5,,1,
151989323,HUYA,2018-08-15 14:30:46-04,1534357846,8,,73339,
151989325,HUYA,2018-08-15 14:30:46-04,1534357846,1,26.12,,t
151989326,HUYA,2018-08-15 14:30:46-04,1534357846,0,,1,
151989327,HUYA,2018-08-15 14:30:46-04,1534357846,0,,1,
151989328,HUYA,2018-08-15 14:30:46-04,1534357846,3,,1,
151989344,HUYA,2018-08-15 14:30:46-04,1534357846,8,,73341,
151989345,HUYA,2018-08-15 14:30:46-04,1534357846,0,,3,
151989346,HUYA,2018-08-15 14:30:46-04,1534357846,3,,2,
151989373,HUYA,2018-08-15 14:30:47-04,1534357847,4,26.12,,f
151989374,HUYA,2018-08-15 14:30:47-04,1534357847,5,,1,
151989375,HUYA,2018-08-15 14:30:47-04,1534357847,8,,73342,
151989378,HUYA,2018-08-15 14:30:47-04,1534357847,0,,2,
151989495,HUYA,2018-08-15 14:30:50-04,1534357850,3,,3,
151989528,HUYA,2018-08-15 14:30:50-04,1534357850,0,,3,
151989529,HUYA,2018-08-15 14:30:50-04,1534357850,3,,4,
151989540,HUYA,2018-08-15 14:30:51-04,1534357851,8,,73351,
151989607,HUYA,2018-08-15 14:30:53-04,1534357853,8,,73352,
151989609,HUYA,2018-08-15 14:30:53-04,1534357853,1,26.06,,t
151989610,HUYA,2018-08-15 14:30:53-04,1534357853,0,,1,
151989611,HUYA,2018-08-15 14:30:53-04,1534357853,2,26.12,,t
151989612,HUYA,2018-08-15 14:30:53-04,1534357853,3,,4,
151989613,HUYA,2018-08-15 14:30:53-04,1534357853,0,,1,
151989618,HUYA,2018-08-15 14:30:54-04,1534357854,2,26.07,,t
151989619,HUYA,2018-08-15 14:30:54-04,1534357854,3,,1,
151989620,HUYA,2018-08-15 14:30:54-04,1534357854,3,,1,
151989636,HUYA,2018-08-15 14:30:54-04,1534357854,4,26.11,,f
151989637,HUYA,2018-08-15 14:30:54-04,1534357854,5,,1,
151989638,HUYA,2018-08-15 14:30:54-04,1534357854,8,,73353,
151989690,HUYA,2018-08-15 14:30:56-04,1534357856,4,26.07,,f
151989691,HUYA,2018-08-15 14:30:56-04,1534357856,5,,1,
151989692,HUYA,2018-08-15 14:30:56-04,1534357856,8,,73354,
151989709,HUYA,2018-08-15 14:30:57-04,1534357857,4,26.06,,f
151989710,HUYA,2018-08-15 14:30:57-04,1534357857,5,,1,
151989711,HUYA,2018-08-15 14:30:57-04,1534357857,8,,73355,
151989715,HUYA,2018-08-15 14:30:57-04,1534357857,1,26.02,,t
151989716,HUYA,2018-08-15 14:30:57-04,1534357857,0,,3,
151989717,HUYA,2018-08-15 14:30:57-04,1534357857,2,26.06,,t
151989718,HUYA,2018-08-15 14:30:57-04,1534357857,3,,1,
151989719,HUYA,2018-08-15 14:30:57-04,1534357857,0,,3,
151989727,HUYA,2018-08-15 14:30:58-04,1534357858,3,,2,
151989746,HUYA,2018-08-15 14:30:59-04,1534357859,4,26.03,,f
151989747,HUYA,2018-08-15 14:30:59-04,1534357859,5,,1,
151989748,HUYA,2018-08-15 14:30:59-04,1534357859,8,,73356,
151989749,HUYA,2018-08-15 14:30:59-04,1534357859,3,,1,
151989779,HUYA,2018-08-15 14:31:00-04,1534357860,3,,3,
151989891,HUYA,2018-08-15 14:31:07-04,1534357867,3,,4,
151990008,HUYA,2018-08-15 14:31:13-04,1534357873,2,26.03,,t
151990009,HUYA,2018-08-15 14:31:13-04,1534357873,3,,2,
151990010,HUYA,2018-08-15 14:31:13-04,1534357873,3,,2,
151990043,HUYA,2018-08-15 14:31:16-04,1534357876,4,26.02,,f
151990044,HUYA,2018-08-15 14:31:16-04,1534357876,5,,1,
151990045,HUYA,2018-08-15 14:31:16-04,1534357876,8,,73357,
151990046,HUYA,2018-08-15 14:31:16-04,1534357876,1,26,,t
151990047,HUYA,2018-08-15 14:31:16-04,1534357876,0,,23,
151990048,HUYA,2018-08-15 14:31:16-04,1534357876,2,26.01,,t
151990049,HUYA,2018-08-15 14:31:16-04,1534357876,3,,1,
151990050,HUYA,2018-08-15 14:31:16-04,1534357876,0,,23,
151990051,HUYA,2018-08-15 14:31:16-04,1534357876,3,,1,
151990061,HUYA,2018-08-15 14:31:17-04,1534357877,4,26,,f
151990062,HUYA,2018-08-15 14:31:17-04,1534357877,5,,10,
151990063,HUYA,2018-08-15 14:31:17-04,1534357877,5,,10,
151990064,HUYA,2018-08-15 14:31:17-04,1534357877,8,,73367,
151990065,HUYA,2018-08-15 14:31:17-04,1534357877,3,,4,
151990153,HUYA,2018-08-15 14:31:19-04,1534357879,3,,7,
151990181,HUYA,2018-08-15 14:31:20-04,1534357880,0,,24,
151990197,HUYA,2018-08-15 14:31:21-04,1534357881,8,,73395,
151990198,HUYA,2018-08-15 14:31:21-04,1534357881,5,,1,
151990207,HUYA,2018-08-15 14:31:22-04,1534357882,8,,73396,
151990269,HUYA,2018-08-15 14:31:23-04,1534357883,3,,8,
151990302,HUYA,2018-08-15 14:31:24-04,1534357884,8,,73397,
151990306,HUYA,2018-08-15 14:31:24-04,1534357884,0,,23,
151990313,HUYA,2018-08-15 14:31:25-04,1534357885,8,,73398,
151990372,HUYA,2018-08-15 14:31:27-04,1534357887,0,,22,
151990415,HUYA,2018-08-15 14:31:28-04,1534357888,8,,73399,
151990416,HUYA,2018-08-15 14:31:28-04,1534357888,0,,21,
151990429,HUYA,2018-08-15 14:31:29-04,1534357889,8,,73400,
151990439,HUYA,2018-08-15 14:31:29-04,1534357889,0,,19,
151990607,HUYA,2018-08-15 14:31:38-04,1534357898,4,26.01,,f
151990608,HUYA,2018-08-15 14:31:38-04,1534357898,5,,1,
151990609,HUYA,2018-08-15 14:31:38-04,1534357898,8,,73401,
151990627,HUYA,2018-08-15 14:31:39-04,1534357899,4,26,,f
151990628,HUYA,2018-08-15 14:31:39-04,1534357899,5,,1,
151990629,HUYA,2018-08-15 14:31:39-04,1534357899,8,,73402,
151990822,HUYA,2018-08-15 14:31:46-04,1534357906,3,,9,
151990967,HUYA,2018-08-15 14:31:51-04,1534357911,8,,73405,
151991137,HUYA,2018-08-15 14:31:59-04,1534357919,5,,18,
151991138,HUYA,2018-08-15 14:31:59-04,1534357919,8,,73423,
151991139,HUYA,2018-08-15 14:31:59-04,1534357919,1,25.93,,t
151991140,HUYA,2018-08-15 14:31:59-04,1534357919,0,,7,
151991141,HUYA,2018-08-15 14:31:59-04,1534357919,2,25.97,,t
151991142,HUYA,2018-08-15 14:31:59-04,1534357919,3,,2,
151991143,HUYA,2018-08-15 14:31:59-04,1534357919,0,,7,
151991144,HUYA,2018-08-15 14:31:59-04,1534357919,3,,2,
151991153,HUYA,2018-08-15 14:31:59-04,1534357919,2,26.01,,t
151991154,HUYA,2018-08-15 14:31:59-04,1534357919,3,,5,
151991155,HUYA,2018-08-15 14:31:59-04,1534357919,0,,2,
151991156,HUYA,2018-08-15 14:31:59-04,1534357919,3,,5,
151991159,HUYA,2018-08-15 14:31:59-04,1534357919,2,25.94,,t
151991160,HUYA,2018-08-15 14:31:59-04,1534357919,3,,1,
151991161,HUYA,2018-08-15 14:31:59-04,1534357919,3,,1,
151991163,HUYA,2018-08-15 14:32:00-04,1534357920,4,25.94,,f
151991164,HUYA,2018-08-15 14:32:00-04,1534357920,5,,1,
151991165,HUYA,2018-08-15 14:32:00-04,1534357920,5,,1,
151991166,HUYA,2018-08-15 14:32:00-04,1534357920,8,,73424,
151991170,HUYA,2018-08-15 14:32:00-04,1534357920,2,25.98,,t
151991171,HUYA,2018-08-15 14:32:00-04,1534357920,3,,1,
151991172,HUYA,2018-08-15 14:32:00-04,1534357920,0,,1,
151991202,HUYA,2018-08-15 14:32:01-04,1534357921,8,,73425,
151991207,HUYA,2018-08-15 14:32:01-04,1534357921,0,,3,
151991220,HUYA,2018-08-15 14:32:01-04,1534357921,8,,73426,
151991225,HUYA,2018-08-15 14:32:01-04,1534357921,0,,4,
151991245,HUYA,2018-08-15 14:32:02-04,1534357922,3,,2,
151991288,HUYA,2018-08-15 14:32:05-04,1534357925,3,,5,
151991426,HUYA,2018-08-15 14:32:12-04,1534357932,4,25.93,,f
151991427,HUYA,2018-08-15 14:32:12-04,1534357932,5,,1,
151991428,HUYA,2018-08-15 14:32:12-04,1534357932,8,,73427,
151991429,HUYA,2018-08-15 14:32:12-04,1534357932,2,25.94,,t
151991430,HUYA,2018-08-15 14:32:12-04,1534357932,3,,1,
151991431,HUYA,2018-08-15 14:32:12-04,1534357932,0,,1,
151991432,HUYA,2018-08-15 14:32:12-04,1534357932,3,,1,
151991451,HUYA,2018-08-15 14:32:13-04,1534357933,8,,73428,
151991454,HUYA,2018-08-15 14:32:13-04,1534357933,3,,2,
151991464,HUYA,2018-08-15 14:32:14-04,1534357934,5,,2,
151991465,HUYA,2018-08-15 14:32:14-04,1534357934,8,,73430,
151991473,HUYA,2018-08-15 14:32:14-04,1534357934,1,25.91,,t
151991474,HUYA,2018-08-15 14:32:14-04,1534357934,0,,1,
151991475,HUYA,2018-08-15 14:32:14-04,1534357934,2,25.92,,t
151991476,HUYA,2018-08-15 14:32:14-04,1534357934,3,,1,
151991477,HUYA,2018-08-15 14:32:14-04,1534357934,3,,1,
151991490,HUYA,2018-08-15 14:32:15-04,1534357935,5,,1,
151991491,HUYA,2018-08-15 14:32:15-04,1534357935,8,,73431,
151991496,HUYA,2018-08-15 14:32:15-04,1534357935,3,,5,
151991502,HUYA,2018-08-15 14:32:16-04,1534357936,4,25.91,,f
151991503,HUYA,2018-08-15 14:32:16-04,1534357936,5,,1,
151991504,HUYA,2018-08-15 14:32:16-04,1534357936,8,,73432,
151991549,HUYA,2018-08-15 14:32:18-04,1534357938,4,25.92,,f
151991550,HUYA,2018-08-15 14:32:18-04,1534357938,5,,1,
151991551,HUYA,2018-08-15 14:32:18-04,1534357938,8,,73433,
151991561,HUYA,2018-08-15 14:32:18-04,1534357938,8,,73434,
151991604,HUYA,2018-08-15 14:32:21-04,1534357941,8,,73483,
151991648,HUYA,2018-08-15 14:32:23-04,1534357943,3,,6,
151991682,HUYA,2018-08-15 14:32:24-04,1534357944,3,,5,
151991703,HUYA,2018-08-15 14:32:25-04,1534357945,3,,9,
151991708,HUYA,2018-08-15 14:32:26-04,1534357946,8,,73484,
151991709,HUYA,2018-08-15 14:32:26-04,1534357946,3,,8,
151991717,HUYA,2018-08-15 14:32:27-04,1534357947,8,,73485,
151991735,HUYA,2018-08-15 14:32:27-04,1534357947,1,25.9,,t
151991736,HUYA,2018-08-15 14:32:27-04,1534357947,0,,1,
151991737,HUYA,2018-08-15 14:32:27-04,1534357947,2,25.91,,t
151991738,HUYA,2018-08-15 14:32:27-04,1534357947,3,,1,
151991739,HUYA,2018-08-15 14:32:27-04,1534357947,3,,1,
151991742,HUYA,2018-08-15 14:32:28-04,1534357948,4,25.91,,f
151991743,HUYA,2018-08-15 14:32:28-04,1534357948,5,,5,
151991744,HUYA,2018-08-15 14:32:28-04,1534357948,5,,5,
151991745,HUYA,2018-08-15 14:32:28-04,1534357948,8,,73490,
151991746,HUYA,2018-08-15 14:32:28-04,1534357948,3,,2,
151991755,HUYA,2018-08-15 14:32:28-04,1534357948,4,25.9,,f
151991756,HUYA,2018-08-15 14:32:28-04,1534357948,5,,1,
151991757,HUYA,2018-08-15 14:32:28-04,1534357948,5,,1,
151991758,HUYA,2018-08-15 14:32:28-04,1534357948,8,,73491,
151991759,HUYA,2018-08-15 14:32:28-04,1534357948,3,,4,
151991785,HUYA,2018-08-15 14:32:31-04,1534357951,3,,7,
151991792,HUYA,2018-08-15 14:32:32-04,1534357952,4,25.91,,f
151991793,HUYA,2018-08-15 14:32:32-04,1534357952,5,,1,
151991794,HUYA,2018-08-15 14:32:32-04,1534357952,8,,73492,
151991795,HUYA,2018-08-15 14:32:32-04,1534357952,3,,9,
151991806,HUYA,2018-08-15 14:32:32-04,1534357952,5,,3,
151991807,HUYA,2018-08-15 14:32:32-04,1534357952,8,,73495,
151991810,HUYA,2018-08-15 14:32:32-04,1534357952,3,,12,
151991880,HUYA,2018-08-15 14:32:39-04,1534357959,5,,2,
151991881,HUYA,2018-08-15 14:32:39-04,1534357959,8,,73497,
151991882,HUYA,2018-08-15 14:32:39-04,1534357959,3,,10,
151991887,HUYA,2018-08-15 14:32:39-04,1534357959,5,,1,
151991888,HUYA,2018-08-15 14:32:39-04,1534357959,8,,73498,
151991889,HUYA,2018-08-15 14:32:39-04,1534357959,3,,11,
151991894,HUYA,2018-08-15 14:32:40-04,1534357960,5,,3,
151991895,HUYA,2018-08-15 14:32:40-04,1534357960,8,,73501,
151991896,HUYA,2018-08-15 14:32:40-04,1534357960,0,,2,
151991897,HUYA,2018-08-15 14:32:40-04,1534357960,3,,6,
151991907,HUYA,2018-08-15 14:32:41-04,1534357961,3,,11,
151991997,HUYA,2018-08-15 14:32:44-04,1534357964,0,,1,
151992053,HUYA,2018-08-15 14:32:45-04,1534357965,4,25.9,,f
151992054,HUYA,2018-08-15 14:32:45-04,1534357965,5,,1,
151992055,HUYA,2018-08-15 14:32:45-04,1534357965,5,,1,
151992056,HUYA,2018-08-15 14:32:45-04,1534357965,8,,73502,
151992060,HUYA,2018-08-15 14:32:46-04,1534357966,8,,73503,
151992085,HUYA,2018-08-15 14:32:48-04,1534357968,5,,2,
151992086,HUYA,2018-08-15 14:32:48-04,1534357968,8,,73505,
151992087,HUYA,2018-08-15 14:32:48-04,1534357968,3,,12,
151992105,HUYA,2018-08-15 14:32:48-04,1534357968,5,,1,
